,Location Name,Part Name,Received Date,Kitting Boxing Date,CycleCount,Serial Number,Parameter,DC_Status,Lower Limit,Measurement MIN,Measurement MAX,Measurement AVG,Upper Limit
552,Location 1,Part 1,3/14/2016 8:22:45 PM,3/28/2016 12:45:14 PM,9,SN9,CDI - Avg Wall Cell Thickness,Pass,0.126,0.1361,0.1361,0.1361,0.141
553,Location 1,Part 1,3/14/2016 8:22:45 PM,3/28/2016 12:45:14 PM,9,SN9,CDI - Miscellaneous- Distance,Pass,0.572,0.5854,0.5854,0.5854,0.592
554,Location 1,Part 1,3/14/2016 8:22:45 PM,3/28/2016 12:45:14 PM,9,SN9,Surface Roughness- Post Blast,Pass,200.0,238.2,263.1,250.35,300.0
555,Location 1,Part 1,3/14/2016 8:22:45 PM,3/28/2016 12:45:14 PM,9,SN9,Inner Honey Comb Ra (L1 - L6),Pass,0.0,187.0,231.0,207.6666667,1000.0
556,Location 1,Part 1,3/14/2016 8:22:45 PM,3/28/2016 12:45:14 PM,9,SN9,"UV Inspection 1=Pass, 0=Fail",Pass,0.0,1.0,1.0,1.0,1.0
557,Location 1,Part 1,3/14/2016 8:22:45 PM,3/28/2016 12:45:14 PM,9,SN9,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
558,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,Incoming Weight,Pass,15.0,29.6,29.6,29.6,50.0
559,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,Incoming Weight,Pass,15.0,29.6,29.6,29.6,50.0
560,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,Post Strip Weight,Pass,15.0,19.6,19.6,19.6,50.0
561,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,Post Strip Weight,Pass,15.0,19.6,19.6,19.6,50.0
562,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,CDI - Flatness,Pass,0.0,0.0007,0.0007,0.0007,0.002
563,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,CDI - Flatness,Pass,0.0,0.0007,0.0007,0.0007,0.002
564,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.6365,17.6365,17.6365,17.656
565,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.6365,17.6365,17.6365,17.656
566,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,CDI - Upper Lip Radial Thickness,Pass,0.326,0.3437,0.3437,0.3437,0.364
567,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,CDI - Upper Lip Radial Thickness,Pass,0.326,0.3437,0.3437,0.3437,0.364
568,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,CDI - Avg Wall Cell Thickness,Pass,0.126,0.136,0.136,0.136,0.141
569,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,CDI - Avg Wall Cell Thickness,Pass,0.126,0.136,0.136,0.136,0.141
570,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,CDI - Miscellaneous- Distance,Pass,0.572,0.585,0.585,0.585,0.592
571,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,CDI - Miscellaneous- Distance,Pass,0.572,0.585,0.585,0.585,0.592
572,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,Surface Roughness- Post Blast,Pass,200.0,227.3,239.4,233.875,300.0
573,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,Surface Roughness- Post Blast,Pass,200.0,227.3,239.4,233.875,300.0
574,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,Inner Honey Comb Ra (L1 - L6),Pass,0.0,98.7,182.0,135.2166667,1000.0
575,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,Inner Honey Comb Ra (L1 - L6),Pass,0.0,98.7,182.0,135.2166667,1000.0
576,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,"UV Inspection 1=Pass, 0=Fail",Pass,0.0,1.0,1.0,1.0,1.0
577,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,"UV Inspection 1=Pass, 0=Fail",Pass,0.0,1.0,1.0,1.0,1.0
578,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
579,Location 1,Part 1,4/26/2016 2:17:13 AM,05/09/2016 15:50,10,SN9,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
580,Location 2,Part 1,5/24/2016 8:13:32 PM,06/03/2016 15:05,11,SN9,Incoming Weight,Pass,15.0,29.8,29.8,29.8,50.0
581,Location 2,Part 1,5/24/2016 8:13:32 PM,06/03/2016 15:05,11,SN9,Post Strip Weight,Pass,15.0,19.2,19.2,19.2,50.0
582,Location 2,Part 1,5/24/2016 8:13:32 PM,06/03/2016 15:05,11,SN9,CDI - Flatness,Pass,0.0,0.0,0.0,0.0,0.002
583,Location 2,Part 1,5/24/2016 8:13:32 PM,06/03/2016 15:05,11,SN9,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.64,17.64,17.64,17.656
584,Location 2,Part 1,5/24/2016 8:13:32 PM,06/03/2016 15:05,11,SN9,CDI - Upper Lip Radial Thickness,Pass,0.326,0.342,0.342,0.342,0.364
585,Location 2,Part 1,5/24/2016 8:13:32 PM,06/03/2016 15:05,11,SN9,CDI - Avg Wall Cell Thickness,Pass,0.126,0.131,0.131,0.131,0.141
586,Location 2,Part 1,5/24/2016 8:13:32 PM,06/03/2016 15:05,11,SN9,CDI - Distance,Pass,0.572,0.587,0.587,0.587,0.592
587,Location 2,Part 1,5/24/2016 8:13:32 PM,06/03/2016 15:05,11,SN9,Surface Roughness- Post Blast,Pass,200.0,223.0,269.0,254.75,300.0
588,Location 2,Part 1,5/24/2016 8:13:32 PM,06/03/2016 15:05,11,SN9,Inner Cells,Pass,0.0,184.0,210.0,197.0,1000.0
589,Location 2,Part 1,5/24/2016 8:13:32 PM,06/03/2016 15:05,11,SN9,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
590,Location 2,Part 1,6/17/2016 8:57:41 PM,6/30/2016 2:59:00 PM,12,SN9,Incoming Weight,Pass,15.0,29.8,29.8,29.8,50.0
591,Location 2,Part 1,6/17/2016 8:57:41 PM,6/30/2016 2:59:00 PM,12,SN9,Incoming Weight,Pass,15.0,29.8,29.8,29.8,50.0
592,Location 2,Part 1,6/17/2016 8:57:41 PM,6/30/2016 2:59:00 PM,12,SN9,Post Strip Weight,Pass,15.0,19.2,19.2,19.2,50.0
593,Location 2,Part 1,6/17/2016 8:57:41 PM,6/30/2016 2:59:00 PM,12,SN9,Post Strip Weight,Pass,15.0,19.2,19.2,19.2,50.0
594,Location 2,Part 1,6/17/2016 8:57:41 PM,6/30/2016 2:59:00 PM,12,SN9,CDI - Flatness,Pass,0.0,0.001,0.001,0.001,0.002
595,Location 2,Part 1,6/17/2016 8:57:41 PM,6/30/2016 2:59:00 PM,12,SN9,CDI - Flatness,Pass,0.0,0.001,0.001,0.001,0.002
596,Location 2,Part 1,6/17/2016 8:57:41 PM,6/30/2016 2:59:00 PM,12,SN9,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.64,17.64,17.64,17.656
597,Location 2,Part 1,6/17/2016 8:57:41 PM,6/30/2016 2:59:00 PM,12,SN9,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.64,17.64,17.64,17.656
598,Location 2,Part 1,6/17/2016 8:57:41 PM,6/30/2016 2:59:00 PM,12,SN9,CDI - Upper Lip Radial Thickness,Pass,0.326,0.342,0.342,0.342,0.364
599,Location 2,Part 1,6/17/2016 8:57:41 PM,6/30/2016 2:59:00 PM,12,SN9,CDI - Upper Lip Radial Thickness,Pass,0.326,0.342,0.342,0.342,0.364
600,Location 2,Part 1,6/17/2016 8:57:41 PM,6/30/2016 2:59:00 PM,12,SN9,CDI - Avg Wall Cell Thickness,Pass,0.126,0.131,0.131,0.131,0.141
601,Location 2,Part 1,6/17/2016 8:57:41 PM,6/30/2016 2:59:00 PM,12,SN9,CDI - Avg Wall Cell Thickness,Pass,0.126,0.131,0.131,0.131,0.141
602,Location 2,Part 1,6/17/2016 8:57:41 PM,6/30/2016 2:59:00 PM,12,SN9,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592
603,Location 2,Part 1,6/17/2016 8:57:41 PM,6/30/2016 2:59:00 PM,12,SN9,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592
604,Location 2,Part 1,6/17/2016 8:57:41 PM,6/30/2016 2:59:00 PM,12,SN9,Surface Roughness- Post Blast,Pass,200.0,242.0,259.0,251.0,300.0
605,Location 2,Part 1,6/17/2016 8:57:41 PM,6/30/2016 2:59:00 PM,12,SN9,Surface Roughness- Post Blast,Pass,200.0,242.0,259.0,251.0,300.0
606,Location 2,Part 1,6/17/2016 8:57:41 PM,6/30/2016 2:59:00 PM,12,SN9,Inner Cells,Pass,0.0,165.0,285.0,230.5,1000.0
607,Location 2,Part 1,6/17/2016 8:57:41 PM,6/30/2016 2:59:00 PM,12,SN9,Inner Cells,Pass,0.0,165.0,285.0,230.5,1000.0
608,Location 2,Part 1,6/17/2016 8:57:41 PM,6/30/2016 2:59:00 PM,12,SN9,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
609,Location 2,Part 1,6/17/2016 8:57:41 PM,6/30/2016 2:59:00 PM,12,SN9,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
610,Location 2,Part 1,7/14/2016 10:45:27 PM,7/26/2016 1:59:08 PM,13,SN9,Incoming Weight,Pass,15.0,29.6,29.6,29.6,50.0
611,Location 2,Part 1,7/14/2016 10:45:27 PM,7/26/2016 1:59:08 PM,13,SN9,Incoming Weight,Pass,15.0,29.6,29.6,29.6,50.0
612,Location 2,Part 1,7/14/2016 10:45:27 PM,7/26/2016 1:59:08 PM,13,SN9,Post Strip Weight,Pass,15.0,19.2,19.2,19.2,50.0
613,Location 2,Part 1,7/14/2016 10:45:27 PM,7/26/2016 1:59:08 PM,13,SN9,Post Strip Weight,Pass,15.0,19.2,19.2,19.2,50.0
614,Location 2,Part 1,7/14/2016 10:45:27 PM,7/26/2016 1:59:08 PM,13,SN9,CDI - Flatness,Pass,0.0,0.0,0.0,0.0,0.002
615,Location 2,Part 1,7/14/2016 10:45:27 PM,7/26/2016 1:59:08 PM,13,SN9,CDI - Flatness,Pass,0.0,0.0,0.0,0.0,0.002
616,Location 2,Part 1,7/14/2016 10:45:27 PM,7/26/2016 1:59:08 PM,13,SN9,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.638,17.638,17.638,17.656
617,Location 2,Part 1,7/14/2016 10:45:27 PM,7/26/2016 1:59:08 PM,13,SN9,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.638,17.638,17.638,17.656
618,Location 2,Part 1,7/14/2016 10:45:27 PM,7/26/2016 1:59:08 PM,13,SN9,CDI - Upper Lip Radial Thickness,Pass,0.326,0.342,0.342,0.342,0.364
619,Location 2,Part 1,7/14/2016 10:45:27 PM,7/26/2016 1:59:08 PM,13,SN9,CDI - Upper Lip Radial Thickness,Pass,0.326,0.342,0.342,0.342,0.364
620,Location 2,Part 1,7/14/2016 10:45:27 PM,7/26/2016 1:59:08 PM,13,SN9,CDI - Avg Wall Cell Thickness,Pass,0.126,0.13,0.13,0.13,0.141
621,Location 2,Part 1,7/14/2016 10:45:27 PM,7/26/2016 1:59:08 PM,13,SN9,CDI - Avg Wall Cell Thickness,Pass,0.126,0.13,0.13,0.13,0.141
622,Location 2,Part 1,7/14/2016 10:45:27 PM,7/26/2016 1:59:08 PM,13,SN9,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592
623,Location 2,Part 1,7/14/2016 10:45:27 PM,7/26/2016 1:59:08 PM,13,SN9,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592
624,Location 2,Part 1,7/14/2016 10:45:27 PM,7/26/2016 1:59:08 PM,13,SN9,Surface Roughness- Post Blast,Pass,200.0,243.0,282.0,257.5,300.0
625,Location 2,Part 1,7/14/2016 10:45:27 PM,7/26/2016 1:59:08 PM,13,SN9,Surface Roughness- Post Blast,Pass,200.0,243.0,282.0,257.5,300.0
626,Location 2,Part 1,7/14/2016 10:45:27 PM,7/26/2016 1:59:08 PM,13,SN9,Inner Cells,Pass,0.0,142.0,270.0,226.0,1000.0
627,Location 2,Part 1,7/14/2016 10:45:27 PM,7/26/2016 1:59:08 PM,13,SN9,Inner Cells,Pass,0.0,142.0,270.0,226.0,1000.0
628,Location 2,Part 1,7/14/2016 10:45:27 PM,7/26/2016 1:59:08 PM,13,SN9,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
629,Location 2,Part 1,7/14/2016 10:45:27 PM,7/26/2016 1:59:08 PM,13,SN9,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
630,Location 2,Part 1,09/07/2016 21:47,9/14/2016 6:13:26 PM,14,SN9,Incoming Weight,Pass,15.0,29.0,29.0,29.0,50.0
631,Location 2,Part 1,09/07/2016 21:47,9/14/2016 6:13:26 PM,14,SN9,Incoming Weight,Pass,15.0,29.0,29.0,29.0,50.0
632,Location 2,Part 1,09/07/2016 21:47,9/14/2016 6:13:26 PM,14,SN9,Post Strip Weight,Pass,15.0,19.2,19.2,19.2,50.0
633,Location 2,Part 1,09/07/2016 21:47,9/14/2016 6:13:26 PM,14,SN9,Post Strip Weight,Pass,15.0,19.2,19.2,19.2,50.0
634,Location 2,Part 1,09/07/2016 21:47,9/14/2016 6:13:26 PM,14,SN9,CDI - Flatness,Pass,0.0,0.001,0.001,0.001,0.002
635,Location 2,Part 1,09/07/2016 21:47,9/14/2016 6:13:26 PM,14,SN9,CDI - Flatness,Pass,0.0,0.001,0.001,0.001,0.002
636,Location 2,Part 1,09/07/2016 21:47,9/14/2016 6:13:26 PM,14,SN9,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.639,17.639,17.639,17.656
637,Location 2,Part 1,09/07/2016 21:47,9/14/2016 6:13:26 PM,14,SN9,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.639,17.639,17.639,17.656
638,Location 2,Part 1,09/07/2016 21:47,9/14/2016 6:13:26 PM,14,SN9,CDI - Upper Lip Radial Thickness,Pass,0.326,0.341,0.341,0.341,0.364
639,Location 2,Part 1,09/07/2016 21:47,9/14/2016 6:13:26 PM,14,SN9,CDI - Upper Lip Radial Thickness,Pass,0.326,0.341,0.341,0.341,0.364
640,Location 2,Part 1,09/07/2016 21:47,9/14/2016 6:13:26 PM,14,SN9,CDI - Avg Wall Cell Thickness,Pass,0.126,0.129,0.129,0.129,0.141
641,Location 2,Part 1,09/07/2016 21:47,9/14/2016 6:13:26 PM,14,SN9,CDI - Avg Wall Cell Thickness,Pass,0.126,0.129,0.129,0.129,0.141
642,Location 2,Part 1,09/07/2016 21:47,9/14/2016 6:13:26 PM,14,SN9,CDI - Distance,Pass,0.572,0.587,0.587,0.587,0.592
643,Location 2,Part 1,09/07/2016 21:47,9/14/2016 6:13:26 PM,14,SN9,CDI - Distance,Pass,0.572,0.587,0.587,0.587,0.592
644,Location 2,Part 1,09/07/2016 21:47,9/14/2016 6:13:26 PM,14,SN9,Surface Roughness- Post Blast,Pass,200.0,254.0,310.0,277.5,300.0
645,Location 2,Part 1,09/07/2016 21:47,9/14/2016 6:13:26 PM,14,SN9,Surface Roughness- Post Blast,Pass,200.0,254.0,310.0,277.5,300.0
646,Location 2,Part 1,09/07/2016 21:47,9/14/2016 6:13:26 PM,14,SN9,Inner Cells,Pass,0.0,161.0,257.0,214.1666667,1000.0
647,Location 2,Part 1,09/07/2016 21:47,9/14/2016 6:13:26 PM,14,SN9,Inner Cells,Pass,0.0,161.0,257.0,214.1666667,1000.0
648,Location 2,Part 1,09/07/2016 21:47,9/14/2016 6:13:26 PM,14,SN9,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
649,Location 2,Part 1,09/07/2016 21:47,9/14/2016 6:13:26 PM,14,SN9,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
650,Location 2,Part 1,9/27/2016 9:43:36 PM,10/01/2016 3:27,15,SN9,Incoming Weight,Pass,15.0,29.4,29.4,29.4,50.0
651,Location 2,Part 1,9/27/2016 9:43:36 PM,10/01/2016 3:27,15,SN9,Incoming Weight,Pass,15.0,29.4,29.4,29.4,50.0
652,Location 2,Part 1,9/27/2016 9:43:36 PM,10/01/2016 3:27,15,SN9,Post Strip Weight,Pass,15.0,19.2,19.2,19.2,50.0
653,Location 2,Part 1,9/27/2016 9:43:36 PM,10/01/2016 3:27,15,SN9,Post Strip Weight,Pass,15.0,19.2,19.2,19.2,50.0
654,Location 2,Part 1,9/27/2016 9:43:36 PM,10/01/2016 3:27,15,SN9,CDI - Flatness,Pass,0.0,0.002,0.002,0.002,0.002
655,Location 2,Part 1,9/27/2016 9:43:36 PM,10/01/2016 3:27,15,SN9,CDI - Flatness,Pass,0.0,0.002,0.002,0.002,0.002
656,Location 2,Part 1,9/27/2016 9:43:36 PM,10/01/2016 3:27,15,SN9,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.638,17.638,17.638,17.656
657,Location 2,Part 1,9/27/2016 9:43:36 PM,10/01/2016 3:27,15,SN9,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.638,17.638,17.638,17.656
658,Location 2,Part 1,9/27/2016 9:43:36 PM,10/01/2016 3:27,15,SN9,CDI - Upper Lip Radial Thickness,Pass,0.326,0.34,0.34,0.34,0.364
659,Location 2,Part 1,9/27/2016 9:43:36 PM,10/01/2016 3:27,15,SN9,CDI - Upper Lip Radial Thickness,Pass,0.326,0.34,0.34,0.34,0.364
660,Location 2,Part 1,9/27/2016 9:43:36 PM,10/01/2016 3:27,15,SN9,CDI - Avg Wall Cell Thickness,Pass,0.126,0.13,0.13,0.13,0.141
661,Location 2,Part 1,9/27/2016 9:43:36 PM,10/01/2016 3:27,15,SN9,CDI - Avg Wall Cell Thickness,Pass,0.126,0.13,0.13,0.13,0.141
662,Location 2,Part 1,9/27/2016 9:43:36 PM,10/01/2016 3:27,15,SN9,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592
663,Location 2,Part 1,9/27/2016 9:43:36 PM,10/01/2016 3:27,15,SN9,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592
664,Location 2,Part 1,9/27/2016 9:43:36 PM,10/01/2016 3:27,15,SN9,Surface Roughness- Post Blast,Pass,200.0,208.0,300.0,263.5,300.0
665,Location 2,Part 1,9/27/2016 9:43:36 PM,10/01/2016 3:27,15,SN9,Surface Roughness- Post Blast,Pass,200.0,208.0,300.0,263.5,300.0
666,Location 2,Part 1,9/27/2016 9:43:36 PM,10/01/2016 3:27,15,SN9,Inner Cells,Pass,0.0,199.0,365.0,301.1666667,1000.0
667,Location 2,Part 1,9/27/2016 9:43:36 PM,10/01/2016 3:27,15,SN9,Inner Cells,Pass,0.0,199.0,365.0,301.1666667,1000.0
668,Location 2,Part 1,9/27/2016 9:43:36 PM,10/01/2016 3:27,15,SN9,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
669,Location 2,Part 1,9/27/2016 9:43:36 PM,10/01/2016 3:27,15,SN9,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
670,Location 2,Part 1,11/01/2016 15:33,11/08/2016 2:29,16,SN9,Incoming Weight,Pass,15.0,30.4,30.4,30.4,50.0
671,Location 2,Part 1,11/01/2016 15:33,11/08/2016 2:29,16,SN9,Incoming Weight,Pass,15.0,30.4,30.4,30.4,50.0
672,Location 2,Part 1,11/01/2016 15:33,11/08/2016 2:29,16,SN9,Post Strip Weight,Pass,15.0,19.0,19.0,19.0,50.0
673,Location 2,Part 1,11/01/2016 15:33,11/08/2016 2:29,16,SN9,Post Strip Weight,Pass,15.0,19.0,19.0,19.0,50.0
674,Location 2,Part 1,11/01/2016 15:33,11/08/2016 2:29,16,SN9,CDI - Flatness,Pass,0.0,0.001,0.001,0.001,0.002
675,Location 2,Part 1,11/01/2016 15:33,11/08/2016 2:29,16,SN9,CDI - Flatness,Pass,0.0,0.001,0.001,0.001,0.002
676,Location 2,Part 1,11/01/2016 15:33,11/08/2016 2:29,16,SN9,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.638,17.638,17.638,17.656
677,Location 2,Part 1,11/01/2016 15:33,11/08/2016 2:29,16,SN9,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.638,17.638,17.638,17.656
678,Location 2,Part 1,11/01/2016 15:33,11/08/2016 2:29,16,SN9,CDI - Upper Lip Radial Thickness,Pass,0.326,0.341,0.341,0.341,0.364
679,Location 2,Part 1,11/01/2016 15:33,11/08/2016 2:29,16,SN9,CDI - Upper Lip Radial Thickness,Pass,0.326,0.341,0.341,0.341,0.364
680,Location 2,Part 1,11/01/2016 15:33,11/08/2016 2:29,16,SN9,CDI - Avg Wall Cell Thickness,Pass,0.126,0.129,0.129,0.129,0.141
681,Location 2,Part 1,11/01/2016 15:33,11/08/2016 2:29,16,SN9,CDI - Avg Wall Cell Thickness,Pass,0.126,0.129,0.129,0.129,0.141
682,Location 2,Part 1,11/01/2016 15:33,11/08/2016 2:29,16,SN9,CDI - Distance,Pass,0.572,0.587,0.587,0.587,0.592
683,Location 2,Part 1,11/01/2016 15:33,11/08/2016 2:29,16,SN9,CDI - Distance,Pass,0.572,0.587,0.587,0.587,0.592
684,Location 2,Part 1,11/01/2016 15:33,11/08/2016 2:29,16,SN9,Surface Roughness- Post Blast,Pass,200.0,251.0,310.0,277.25,300.0
685,Location 2,Part 1,11/01/2016 15:33,11/08/2016 2:29,16,SN9,Surface Roughness- Post Blast,Pass,200.0,251.0,310.0,277.25,300.0
686,Location 2,Part 1,11/01/2016 15:33,11/08/2016 2:29,16,SN9,Inner Cells,Pass,0.0,246.0,314.0,282.3333333,1000.0
687,Location 2,Part 1,11/01/2016 15:33,11/08/2016 2:29,16,SN9,Inner Cells,Pass,0.0,246.0,314.0,282.3333333,1000.0
688,Location 2,Part 1,11/01/2016 15:33,11/08/2016 2:29,16,SN9,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
689,Location 2,Part 1,11/01/2016 15:33,11/08/2016 2:29,16,SN9,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
690,Location 2,Part 1,12/01/2016 16:48,12/13/2016 10:17:32 PM,17,SN9,Incoming Weight,Pass,15.0,30.0,30.0,30.0,50.0
691,Location 2,Part 1,12/01/2016 16:48,12/13/2016 10:17:32 PM,17,SN9,Post Strip Weight,Pass,15.0,19.2,19.2,19.2,50.0
692,Location 2,Part 1,12/01/2016 16:48,12/13/2016 10:17:32 PM,17,SN9,CDI - Flatness,Pass,0.0,0.001,0.001,0.001,0.002
693,Location 2,Part 1,12/01/2016 16:48,12/13/2016 10:17:32 PM,17,SN9,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.639,17.639,17.639,17.656
694,Location 2,Part 1,12/01/2016 16:48,12/13/2016 10:17:32 PM,17,SN9,CDI - Upper Lip Radial Thickness,Pass,0.326,0.34,0.34,0.34,0.364
695,Location 2,Part 1,12/01/2016 16:48,12/13/2016 10:17:32 PM,17,SN9,CDI - Avg Wall Cell Thickness,Pass,0.126,0.129,0.129,0.129,0.141
696,Location 2,Part 1,12/01/2016 16:48,12/13/2016 10:17:32 PM,17,SN9,CDI - Distance,Pass,0.572,0.588,0.588,0.588,0.592
697,Location 2,Part 1,12/01/2016 16:48,12/13/2016 10:17:32 PM,17,SN9,Surface Roughness- Post Blast,Pass,200.0,289.0,300.0,296.25,300.0
698,Location 2,Part 1,12/01/2016 16:48,12/13/2016 10:17:32 PM,17,SN9,Inner Cells,Pass,0.0,274.0,349.0,315.5,1000.0
699,Location 2,Part 1,12/01/2016 16:48,12/13/2016 10:17:32 PM,17,SN9,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
700,Location 2,Part 1,01/10/2017 14:30,1/25/2017 5:44:20 PM,18,SN9,Incoming Weight,Pass,15.0,30.8,30.8,30.8,50.0
701,Location 2,Part 1,01/10/2017 14:30,1/25/2017 5:44:20 PM,18,SN9,Post Strip Weight,Pass,15.0,18.8,18.8,18.8,50.0
702,Location 2,Part 1,01/10/2017 14:30,1/25/2017 5:44:20 PM,18,SN9,CDI - Flatness,Pass,0.0,0.001,0.001,0.001,0.002
703,Location 2,Part 1,01/10/2017 14:30,1/25/2017 5:44:20 PM,18,SN9,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.64,17.64,17.64,17.656
704,Location 2,Part 1,01/10/2017 14:30,1/25/2017 5:44:20 PM,18,SN9,CDI - Upper Lip Radial Thickness,Pass,0.326,0.339,0.339,0.339,0.364
705,Location 2,Part 1,01/10/2017 14:30,1/25/2017 5:44:20 PM,18,SN9,CDI - Avg Wall Cell Thickness,Pass,0.126,0.128,0.128,0.128,0.141
706,Location 2,Part 1,01/10/2017 14:30,1/25/2017 5:44:20 PM,18,SN9,CDI - Distance,Pass,0.572,0.588,0.588,0.588,0.592
707,Location 2,Part 1,01/10/2017 14:30,1/25/2017 5:44:20 PM,18,SN9,Surface Roughness- Post Blast,Pass,200.0,269.0,281.0,274.25,300.0
708,Location 2,Part 1,01/10/2017 14:30,1/25/2017 5:44:20 PM,18,SN9,Inner Cells,Pass,0.0,270.0,338.0,298.1666667,1000.0
709,Location 2,Part 1,01/10/2017 14:30,1/25/2017 5:44:20 PM,18,SN9,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0.0,0.0,0.0,0.0,1.0
710,Location 2,Part 1,2/24/2017 2:43:09 PM,03/02/2017 22:10,19,SN9,Incoming Weight,Pass,15.0,27.6,27.6,27.6,50.0
711,Location 2,Part 1,2/24/2017 2:43:09 PM,03/02/2017 22:10,19,SN9,Post Strip Weight,Pass,15.0,18.8,18.8,18.8,50.0
712,Location 2,Part 1,2/24/2017 2:43:09 PM,03/02/2017 22:10,19,SN9,CDI - Flatness,Pass,0.0,0.001,0.001,0.001,0.002
713,Location 2,Part 1,2/24/2017 2:43:09 PM,03/02/2017 22:10,19,SN9,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.641,17.641,17.641,17.656
714,Location 2,Part 1,2/24/2017 2:43:09 PM,03/02/2017 22:10,19,SN9,CDI - Upper Lip Radial Thickness,Pass,0.326,0.339,0.339,0.339,0.364
715,Location 2,Part 1,2/24/2017 2:43:09 PM,03/02/2017 22:10,19,SN9,CDI - Avg Wall Cell Thickness,Pass,0.126,0.127,0.127,0.127,0.141
716,Location 2,Part 1,2/24/2017 2:43:09 PM,03/02/2017 22:10,19,SN9,CDI - Distance,Pass,0.572,0.588,0.588,0.588,0.592
